"a._id","a._parent","a.author","a.date","a.location","a.id_arbre","a.taxon","a.note"
7691,null,"R. Tournebize","2013-03-13","Sinnamary Piste Saint-Elie - Parcelle 2B","PSE2B-130","Zygia racemosa (Ducke) Barneby & J.W.Grimes",null
7693,null,"R. Tournebize","2013-03-13","Sinnamary Piste Saint-Elie - Parcelle 2B","PSE2B-385","Zygia racemosa (Ducke) Barneby & J.W.Grimes",null
7695,null,"R. Tournebize","2013-03-13","Sinnamary Piste Saint-Elie - Parcelle 3B","PSE3B-436","Couma guianensis Aubl.",null
7697,null,"R. Tournebize","2013-03-13","Sinnamary Piste Saint-Elie - Parcelle 3B","PSE3B-1067","Eperua falcata Aubl.",null
7699,null,"R. Tournebize","2013-03-13","Sinnamary Piste Saint-Elie - Parcelle 3B","PSE3B-559","Eperua falcata Aubl.",null
7700,null,"R. Tournebize","2013-03-13","Sinnamary Piste Saint-Elie - Parcelle 3B","PSE3B-440","Poraqueiba guianensis Aubl.",null
7702,null,"C. Geniez","2013-03-14","Sinnamary Piste Saint-Elie","NA","Amanoa guianensis Aubl.",null
7704,null,"C. Geniez","2013-03-14","Sinnamary Piste Saint-Elie","NA","Banara guianensis Aubl.",null
7706,null,"C. Geniez","2013-03-14","Sinnamary Piste Saint-Elie","NA","Bellucia mespiloides (Miq.) J.F.Macbr.",null
7709,null,"C. Geniez","2013-03-14","Sinnamary Piste Saint-Elie","NA","Byrsonima densa (Poir.) DC.",null
7711,null,"C. Geniez","2013-03-14","Sinnamary Piste Saint-Elie","NA","Caraipa punctulata Ducke",null
7713,null,"C. Geniez","2013-03-14","Sinnamary Piste Saint-Elie","NA","Crudia bracteata Benth.",null
7715,null,"C. Geniez","2013-03-14","Sinnamary Piste Saint-Elie","NA","Duroia aquatica (Aubl.) Bremek.",null
7719,null,"C. Geniez","2013-03-14","Sinnamary Piste Saint-Elie","NA","Glycydendron amazonicum Ducke",null
7721,null,"C. Geniez","2013-03-14","Sinnamary Piste Saint-Elie","NA","Goupia glabra Aubl.",null
7723,null,"C. Geniez","2013-03-14","Sinnamary Piste Saint-Elie","NA","Guatteria punctata (Aubl.) R.A.Howard",null
7724,null,"C. Geniez","2013-03-14","Sinnamary Piste Saint-Elie","NA","Hymenaea courbaril L.",null
7726,null,"C. Geniez","2013-03-14","Sinnamary Piste Saint-Elie","NA","Inga alba (Sw.) Willd.",null
7728,null,"C. Geniez","2013-03-14","Sinnamary Piste Saint-Elie","NA","Inga loubryana Poncy",null
7731,null,"C. Geniez","2013-03-14","Sinnamary Piste Saint-Elie","NA","Isertia coccinea (Aubl.) J.F.Gmel.",null
7734,null,"C. Geniez","2013-03-14","Sinnamary Piste Saint-Elie","NA","Isertia spiciformis DC.",null
7736,null,"C. Geniez","2013-03-14","Sinnamary Piste Saint-Elie","NA","Miconia tschudyoides Cogn.",null
7738,null,"C. Geniez","2013-03-14","Sinnamary Piste Saint-Elie","NA","Licaria martiniana (Mez) Kosterm.",null
7740,null,"C. Geniez","2013-03-14","Sinnamary Piste Saint-Elie","NA","Mabea piriri Aubl.",null
7743,null,"C. Geniez","2013-03-14","Sinnamary Piste Saint-Elie","NA","Ormosia coutinhoi Ducke",null
7745,null,"C. Geniez","2013-03-14","Sinnamary Piste Saint-Elie","NA","Pachira dolichocalyx A.Robyns",null
7747,null,"C. Geniez","2013-03-14","Sinnamary Piste Saint-Elie","NA","Parahancornia fasciculata (Poir.) Benoist",null
7748,null,"C. Geniez","2013-03-14","Sinnamary Piste Saint-Elie","NA","Pourouma melinonii Benoist subsp. melinonii",null
7750,null,"C. Geniez","2013-03-14","Sinnamary Piste Saint-Elie","NA","Pseudolmedia laevis (Ruiz & Pav.) J.F.Macbr.",null
7752,null,"C. Geniez","2013-03-14","Sinnamary Piste Saint-Elie","NA","Pseudopiptadenia psilostachya (DC.) G.P.Lewis & M.P.Lima",null
7754,null,"C. Geniez","2013-03-14","Sinnamary Piste Saint-Elie","NA","Siparuna decipiens (Tul.) A.DC.",null
7757,null,"C. Geniez","2013-03-14","Sinnamary Piste Saint-Elie","NA","Solanum leucocarpon Dunal",null
7761,null,"C. Geniez","2013-03-14","Sinnamary Piste Saint-Elie","NA","Swartzia polyphylla DC.",null
7763,null,"C. Geniez","2013-03-14","Sinnamary Piste Saint-Elie","NA","Symphonia sp. 1 AMAP-IRD",null
7765,null,"C. Geniez","2013-03-14","Sinnamary Piste Saint-Elie","NA","Tapirira bethanniana J.D.Mitch.",null
7768,null,"C. Geniez","2013-03-14","Sinnamary Piste Saint-Elie","NA","Tapura guianensis Aubl.",null
7770,null,"C. Geniez","2013-03-14","Sinnamary Piste Saint-Elie","NA","Theobroma subincanum Mart.",null
7772,null,"C. Geniez","2013-03-14","Sinnamary Piste Saint-Elie","NA","Vismia cayennensis (Jacq.) Pers.",null
7774,null,"C. Geniez","2013-03-14","Sinnamary Piste Saint-Elie","NA","Vismia sessilifolia (Aubl.) Choisy",null
7777,null,"D. Frame","2013-03-14","Sinnamary Piste Saint-Elie","NA","Amanoa guianensis Aubl.",null
7780,null,"D. Frame","2013-03-14","Sinnamary Piste Saint-Elie","NA","Banara guianensis Aubl.",null
7784,null,"D. Frame","2013-03-14","Sinnamary Piste Saint-Elie","NA","Bellucia mespiloides (Miq.) J.F.Macbr.",null
7787,null,"D. Frame","2013-03-14","Sinnamary Piste Saint-Elie","NA","Byrsonima densa (Poir.) DC.",null
7789,null,"D. Frame","2013-03-14","Sinnamary Piste Saint-Elie","NA","Caraipa punctulata Ducke",null
7792,null,"D. Frame","2013-03-14","Sinnamary Piste Saint-Elie","NA","Crudia bracteata Benth.",null
7794,null,"D. Frame","2013-03-14","Sinnamary Piste Saint-Elie","NA","Duroia aquatica (Aubl.) Bremek.",null
7798,null,"D. Frame","2013-03-14","Sinnamary Piste Saint-Elie","NA","Glycydendron amazonicum Ducke",null
7800,null,"D. Frame","2013-03-14","Sinnamary Piste Saint-Elie","NA","Goupia glabra Aubl.",null
7803,null,"D. Frame","2013-03-14","Sinnamary Piste Saint-Elie","NA","Guatteria punctata (Aubl.) R.A.Howard",null
7806,null,"D. Frame","2013-03-14","Sinnamary Piste Saint-Elie","NA","Hymenaea courbaril L.",null
7809,null,"D. Frame","2013-03-14","Sinnamary Piste Saint-Elie","NA","Inga alba (Sw.) Willd.",null
7810,null,"D. Frame","2013-03-14","Sinnamary Piste Saint-Elie","NA","Inga loubryana Poncy",null
7814,null,"D. Frame","2013-03-14","Sinnamary Piste Saint-Elie","NA","Isertia coccinea (Aubl.) J.F.Gmel.",null
7815,null,"D. Frame","2013-03-14","Sinnamary Piste Saint-Elie","NA","Mabea piriri Aubl.",null
7818,null,"D. Frame","2013-03-14","Sinnamary Piste Saint-Elie","NA","Isertia spiciformis DC.",null
7821,null,"D. Frame","2013-03-14","Sinnamary Piste Saint-Elie","NA","Licaria martiniana (Mez) Kosterm.",null
7823,null,"D. Frame","2013-03-14","Sinnamary Piste Saint-Elie","NA","Miconia tschudyoides Cogn.",null
7825,null,"D. Frame","2013-03-14","Sinnamary Piste Saint-Elie","NA","Ormosia coutinhoi Ducke",null
7827,null,"D. Frame","2013-03-14","Sinnamary Piste Saint-Elie","NA","Pachira dolichocalyx A.Robyns",null
7829,null,"D. Frame","2013-03-14","Sinnamary Piste Saint-Elie","NA","Parahancornia fasciculata (Poir.) Benoist",null
7832,null,"D. Frame","2013-03-14","Sinnamary Piste Saint-Elie","NA","Pourouma melinonii Benoist subsp. melinonii",null
7835,null,"D. Frame","2013-03-14","Sinnamary Piste Saint-Elie","NA","Pseudopiptadenia psilostachya (DC.) G.P.Lewis & M.P.Lima",null
7837,null,"D. Frame","2013-03-14","Sinnamary Piste Saint-Elie","NA","Siparuna decipiens (Tul.) A.DC.",null
7841,null,"D. Frame","2013-03-14","Sinnamary Piste Saint-Elie","NA","Solanum leucocarpon Dunal",null
7845,null,"D. Frame","2013-03-14","Sinnamary Piste Saint-Elie","NA","Swartzia polyphylla DC.",null
7847,null,"D. Frame","2013-03-14","Sinnamary Piste Saint-Elie","NA","Symphonia sp. 1 AMAP-IRD",null
7850,null,"D. Frame","2013-03-14","Sinnamary Piste Saint-Elie","NA","Tapirira bethanniana J.D.Mitch.",null
7852,null,"D. Frame","2013-03-14","Sinnamary Piste Saint-Elie","NA","Tapura guianensis Aubl.",null
7855,null,"D. Frame","2013-03-14","Sinnamary Piste Saint-Elie","NA","Theobroma subincanum Mart.",null
7858,null,"D. Frame","2013-03-14","Sinnamary Piste Saint-Elie","NA","Vismia cayennensis (Jacq.) Pers.",null
7862,null,"D. Frame","2013-03-14","Sinnamary Piste Saint-Elie","NA","Vismia sessilifolia (Aubl.) Choisy",null
7866,null,"J.-F. Molino","2013-03-14","Sinnamary Piste Saint-Elie","NA","Amanoa guianensis Aubl.",null
7869,null,"J.-F. Molino","2013-03-14","Sinnamary Piste Saint-Elie","NA","Banara guianensis Aubl.",null
7873,null,"J.-F. Molino","2013-03-14","Sinnamary Piste Saint-Elie","NA","Bellucia mespiloides (Miq.) J.F.Macbr.",null
7876,null,"J.-F. Molino","2013-03-14","Sinnamary Piste Saint-Elie","NA","Byrsonima densa (Poir.) DC.",null
7878,null,"J.-F. Molino","2013-03-14","Sinnamary Piste Saint-Elie","NA","Caraipa punctulata Ducke",null
7880,null,"J.-F. Molino","2013-03-14","Sinnamary Piste Saint-Elie","NA","Crudia bracteata Benth.",null
7882,null,"J.-F. Molino","2013-03-14","Sinnamary Piste Saint-Elie","NA","Duroia aquatica (Aubl.) Bremek.",null
7886,null,"J.-F. Molino","2013-03-14","Sinnamary Piste Saint-Elie","NA","Glycydendron amazonicum Ducke",null
7888,null,"J.-F. Molino","2013-03-14","Sinnamary Piste Saint-Elie","NA","Guatteria punctata (Aubl.) R.A.Howard",null
7890,null,"J.-F. Molino","2013-03-14","Sinnamary Piste Saint-Elie","NA","Hymenaea courbaril L.",null
7892,null,"J.-F. Molino","2013-03-14","Sinnamary Piste Saint-Elie","NA","Inga alba (Sw.) Willd.",null
7895,null,"J.-F. Molino","2013-03-14","Sinnamary Piste Saint-Elie","NA","Inga loubryana Poncy",null
7898,null,"J.-F. Molino","2013-03-14","Sinnamary Piste Saint-Elie","NA","Isertia spiciformis DC.",null
7901,null,"J.-F. Molino","2013-03-14","Sinnamary Piste Saint-Elie","NA","Licaria martiniana (Mez) Kosterm.",null
7903,null,"J.-F. Molino","2013-03-14","Sinnamary Piste Saint-Elie","NA","Mabea piriri Aubl.",null
7905,null,"J.-F. Molino","2013-03-14","Sinnamary Piste Saint-Elie","NA","Miconia tschudyoides Cogn.",null
7906,null,"J.-F. Molino","2013-03-14","Sinnamary Piste Saint-Elie","NA","Vismia cayennensis (Jacq.) Pers.",null
7908,null,"J.-F. Molino","2013-03-14","Sinnamary Piste Saint-Elie","NA","Pachira dolichocalyx A.Robyns",null
7910,null,"J.-F. Molino","2013-03-14","Sinnamary Piste Saint-Elie","NA","Parahancornia fasciculata (Poir.) Benoist",null
7912,null,"J.-F. Molino","2013-03-14","Sinnamary Piste Saint-Elie","NA","Pourouma melinonii Benoist subsp. melinonii",null
7914,null,"J.-F. Molino","2013-03-14","Sinnamary Piste Saint-Elie","NA","Pseudolmedia laevis (Ruiz & Pav.) J.F.Macbr.",null
7917,null,"J.-F. Molino","2013-03-14","Sinnamary Piste Saint-Elie","NA","Pseudopiptadenia psilostachya (DC.) G.P.Lewis & M.P.Lima",null
7920,null,"J.-F. Molino","2013-03-14","Sinnamary Piste Saint-Elie","NA","Siparuna decipiens (Tul.) A.DC.",null
7923,null,"J.-F. Molino","2013-03-14","Sinnamary Piste Saint-Elie","NA","Solanum leucocarpon Dunal",null
7924,null,"J.-L. Smock","2013-03-14","Sinnamary Piste Saint-Elie","NA","Bellucia mespiloides (Miq.) J.F.Macbr.",null
7927,null,"J.-F. Molino","2013-03-14","Sinnamary Piste Saint-Elie","NA","Swartzia polyphylla DC.",null
7929,null,"J.-F. Molino","2013-03-14","Sinnamary Piste Saint-Elie","NA","Symphonia sp. 1 AMAP-IRD",null
7932,null,"J.-L. Smock","2013-03-14","Sinnamary Piste Saint-Elie","NA","Amanoa guianensis Aubl.",null
7935,null,"J.-L. Smock","2013-03-14","Sinnamary Piste Saint-Elie","NA","Banara guianensis Aubl.",null
7940,null,"J.-L. Smock","2013-03-14","Sinnamary Piste Saint-Elie","NA","Byrsonima densa (Poir.) DC.",null
7942,null,"J.-L. Smock","2013-03-14","Sinnamary Piste Saint-Elie","NA","Crudia bracteata Benth.",null
7945,null,"J.-L. Smock","2013-03-14","Sinnamary Piste Saint-Elie","NA","Duroia aquatica (Aubl.) Bremek.",null
7948,null,"R. Tournebize","2013-02-22","Cayenne Parcours de Montabo","NA","Piper marginatum Jacq.",null
7952,null,"J.-L. Smock","2013-03-14","Sinnamary Piste Saint-Elie","NA","Glycydendron amazonicum Ducke",null
7953,null,"R. Tournebize","2013-02-22","Cayenne","NA","Phyllanthus amarus Schumach. & Thonn.",null
7958,null,"R. Tournebize","2013-02-22","Cayenne","NA","Plumeria rubra L.",null
7962,null,"R. Tournebize","2013-02-22","Cayenne","NA","Rhabdadenia biflora (Jacq.) Müll.Arg.",null
7966,null,"R. Tournebize","2013-02-22","Cayenne","NA","Sida acuta Burm.f.",null
7970,null,"R. Tournebize","2013-02-22","Cayenne","NA","Tridax procumbens L.",null
7974,null,"R. Tournebize","2013-02-22","Cayenne","NA","Mangifera indica L.",null
7978,null,"R. Tournebize","2013-02-22","Cayenne","NA","Lantana camara L.",null
7982,null,"R. Tournebize","2013-02-22","Cayenne","NA","Alpinia purpurata Veill. ex K.Schum.",null
7985,null,"R. Tournebize","2013-02-22","Cayenne","NA","Caesalpinia pulcherrima (L.) Sw.",null
7995,null,"R. Tournebize","2013-02-22","Cayenne","NA","Cordyline fruticosa (L.) A.Chev.",null
8000,null,"R. Tournebize","2013-02-22","Cayenne Parcours de Montabo","NA","Dracontium polyphyllum L.",null
8003,null,"R. Tournebize","2013-02-22","Cayenne","NA","Euphorbia hirta L.",null
8007,null,"R. Tournebize","2013-02-22","Cayenne","NA","Gossypium arboreum L.",null
8013,null,"R. Tournebize","2013-02-22","Cayenne","NA","Heliconia psittacorum L.f.",null
8015,null,"R. Tournebize","2013-02-22","Cayenne","NA","Ixora coccinea L.",null
8019,null,"R. Tournebize","2013-02-23","Cayenne","NA","Allamanda cathartica L.",null
8023,null,"R. Tournebize","2013-03-03","Roura Cacao","NA","Passiflora coccinea Aubl.",null
8027,null,"J.-L. Smock","2013-03-14","Sinnamary Piste Saint-Elie","NA","Goupia glabra Aubl.",null
8029,null,"J.-L. Smock","2013-03-14","Sinnamary Piste Saint-Elie","NA","Guatteria punctata (Aubl.) R.A.Howard",null
8032,null,"J.-L. Smock","2013-03-14","Sinnamary Piste Saint-Elie","NA","Hymenaea courbaril L.",null
8035,null,"J.-L. Smock","2013-03-14","Sinnamary Piste Saint-Elie","NA","Inga loubryana Poncy",null
8038,null,"J.-L. Smock","2013-03-14","Sinnamary Piste Saint-Elie","NA","Isertia coccinea (Aubl.) J.F.Gmel.",null
8041,null,"J.-L. Smock","2013-03-14","Sinnamary Piste Saint-Elie","NA","Isertia spiciformis DC.",null
8044,null,"J.-L. Smock","2013-03-14","Sinnamary Piste Saint-Elie","NA","Miconia tschudyoides Cogn.",null
8046,null,"J.-L. Smock","2013-03-14","Sinnamary Piste Saint-Elie","NA","Pachira dolichocalyx A.Robyns",null
8050,null,"J.-L. Smock","2013-03-14","Sinnamary Piste Saint-Elie","NA","Pourouma melinonii Benoist subsp. melinonii",null
8053,null,"J.-L. Smock","2013-03-14","Sinnamary Piste Saint-Elie","NA","Pseudopiptadenia psilostachya (DC.) G.P.Lewis & M.P.Lima",null
8055,null,"J.-L. Smock","2013-03-14","Sinnamary Piste Saint-Elie","NA","Siparuna decipiens (Tul.) A.DC.",null
8058,null,"J.-L. Smock","2013-03-14","Sinnamary Piste Saint-Elie","NA","Solanum leucocarpon Dunal",null
8060,null,"J.-L. Smock","2013-03-14","Sinnamary Piste Saint-Elie","NA","Swartzia polyphylla DC.",null
8063,null,"J.-L. Smock","2013-03-14","Sinnamary Piste Saint-Elie","NA","Symphonia sp. 1 AMAP-IRD",null
8066,null,"J.-L. Smock","2013-03-14","Sinnamary Piste Saint-Elie","NA","Tapirira bethanniana J.D.Mitch.",null
8068,null,"J.-L. Smock","2013-03-14","Sinnamary Piste Saint-Elie","NA","Tapura guianensis Aubl.",null
8071,null,"J.-L. Smock","2013-03-14","Sinnamary Piste Saint-Elie","NA","Theobroma subincanum Mart.",null
8073,null,"J.-L. Smock","2013-03-14","Sinnamary Piste Saint-Elie","NA","Vismia cayennensis (Jacq.) Pers.",null
8078,null,"J.-L. Smock","2013-03-14","Sinnamary Piste Saint-Elie","NA","Vismia sessilifolia (Aubl.) Choisy",null
8082,null,"R. Tournebize","2013-03-14","Sinnamary Piste Saint-Elie","NA","Amanoa guianensis Aubl.",null
8084,null,"R. Tournebize","2013-03-14","Sinnamary Piste Saint-Elie","NA","Banara guianensis Aubl.",null
8088,null,"R. Tournebize","2013-03-14","Sinnamary Piste Saint-Elie","NA","Bellucia mespiloides (Miq.) J.F.Macbr.",null
8092,null,"R. Tournebize","2013-03-14","Sinnamary Piste Saint-Elie","NA","Byrsonima densa (Poir.) DC.",null
8096,null,"R. Tournebize","2013-03-14","Sinnamary Piste Saint-Elie","NA","Caraipa punctulata Ducke",null
8099,null,"R. Tournebize","2013-03-14","Sinnamary Piste Saint-Elie","NA","Crudia bracteata Benth.",null
8101,null,"R. Tournebize","2013-03-14","Sinnamary Piste Saint-Elie","NA","Dracontium polyphyllum L.",null
8104,null,"R. Tournebize","2013-03-14","Sinnamary Piste Saint-Elie","NA","Duroia aquatica (Aubl.) Bremek.",null
8107,null,"R. Tournebize","2013-03-14","Sinnamary Piste Saint-Elie","NA","Glycydendron amazonicum Ducke",null
8109,null,"R. Tournebize","2013-03-14","Sinnamary Piste Saint-Elie","NA","Goupia glabra Aubl.",null
8112,null,"R. Tournebize","2013-03-14","Sinnamary Piste Saint-Elie","NA","Guatteria punctata (Aubl.) R.A.Howard",null
8114,null,"R. Tournebize","2013-03-14","Sinnamary Piste Saint-Elie","NA","Hymenaea courbaril L.",null
8116,null,"R. Tournebize","2013-03-14","Sinnamary Piste Saint-Elie","NA","Inga alba (Sw.) Willd.",null
8120,null,"R. Tournebize","2013-03-14","Sinnamary Piste Saint-Elie","NA","Inga loubryana Poncy",null
8124,null,"R. Tournebize","2013-03-14","Sinnamary Piste Saint-Elie","NA","Isertia coccinea (Aubl.) J.F.Gmel.",null
8129,null,"R. Tournebize","2013-03-14","Sinnamary Piste Saint-Elie","NA","Licaria martiniana (Mez) Kosterm.",null
8131,null,"R. Tournebize","2013-03-14","Sinnamary Piste Saint-Elie","NA","Mabea piriri Aubl.",null
8134,null,"R. Tournebize","2013-03-14","Sinnamary Piste Saint-Elie","NA","Miconia tschudyoides Cogn.",null
8137,null,"R. Tournebize","2013-03-14","Sinnamary Piste Saint-Elie","NA","Ormosia coutinhoi Ducke",null
8140,null,"R. Tournebize","2013-03-14","Sinnamary Piste Saint-Elie","NA","Pachira dolichocalyx A.Robyns",null
8143,null,"R. Tournebize","2013-03-14","Sinnamary Piste Saint-Elie","NA","Parahancornia fasciculata (Poir.) Benoist",null
8145,null,"R. Tournebize","2013-03-14","Sinnamary Piste Saint-Elie","NA","Passiflora coccinea Aubl.",null
8148,null,"R. Tournebize","2013-03-14","Sinnamary Piste Saint-Elie","NA","Pourouma melinonii Benoist subsp. melinonii",null
8153,null,"R. Tournebize","2013-03-14","Sinnamary Piste Saint-Elie","NA","Pseudopiptadenia psilostachya (DC.) G.P.Lewis & M.P.Lima",null
8156,null,"R. Tournebize","2013-03-14","Sinnamary Piste Saint-Elie","NA","Siparuna decipiens (Tul.) A.DC.",null
8161,null,"R. Tournebize","2013-03-14","Sinnamary Piste Saint-Elie","NA","Solanum leucocarpon Dunal",null
8164,null,"R. Tournebize","2013-03-14","Sinnamary Piste Saint-Elie","NA","Swartzia polyphylla DC.",null
8168,null,"R. Tournebize","2013-03-14","Sinnamary Piste Saint-Elie","NA","Symphonia sp. 1 AMAP-IRD",null
8170,null,"R. Tournebize","2013-03-14","Sinnamary Piste Saint-Elie","NA","Tapirira bethanniana J.D.Mitch.",null
8171,null,"R. Tournebize","2013-03-14","Sinnamary Piste Saint-Elie","NA","Tapura guianensis Aubl.",null
8175,null,"R. Tournebize","2013-03-14","Sinnamary Piste Saint-Elie","NA","Theobroma subincanum Mart.",null
8178,null,"R. Tournebize","2013-03-14","Sinnamary Piste Saint-Elie","NA","Vismia cayennensis (Jacq.) Pers.",null
8182,null,"R. Tournebize","2013-03-14","Sinnamary Piste Saint-Elie","NA","Vismia sessilifolia (Aubl.) Choisy",null
8187,null,"C. Geniez","2013-03-25","Roura Montagne des Chevaux - Parcelle CVX1","CVX1-106","Abarema barbouriana (Standl.) Barneby & J.W.Grimes",null
8189,null,"C. Geniez","2013-03-25","Roura Montagne des Chevaux - Parcelle CVX1","CVX1-289","Abarema gallorum Barneby & J.W.Grimes",null
8191,null,"C. Geniez","2013-03-25","Roura Montagne des Chevaux - Parcelle CVX1","CVX1-291","Andira coriacea Pulle",null
8193,null,"C. Geniez","2013-03-25","Roura Montagne des Chevaux - Parcelle CVX1","CVX1-132","Bocoa prouacensis Aubl.",null
8195,null,"C. Geniez","2013-03-25","Roura Montagne des Chevaux - Parcelle CVX1","CVX1-138","Catostemma fragrans Benth.",null
8197,null,"C. Geniez","2013-03-25","Roura Montagne des Chevaux - Parcelle CVX1","CVX1-108","Chrysophyllum sanguinolentum (Pierre) Baehni",null
8199,null,"C. Geniez","2013-03-25","Roura Montagne des Chevaux - Parcelle CVX1","CVX1-116","Chrysophyllum sanguinolentum (Pierre) Baehni",null
8201,null,"C. Geniez","2013-03-25","Roura Montagne des Chevaux - Parcelle CVX1","CVX1-127","Chrysophyllum sanguinolentum (Pierre) Baehni",null
8203,null,"C. Geniez","2013-03-25","Roura Montagne des Chevaux - Parcelle CVX1","CVX1-141","Chrysophyllum sanguinolentum (Pierre) Baehni",null
8205,null,"C. Geniez","2013-03-25","Roura Montagne des Chevaux - Parcelle CVX1","CVX1-304","Chrysophyllum sanguinolentum (Pierre) Baehni",null
8208,null,"C. Geniez","2013-03-25","Roura Montagne des Chevaux - Parcelle CVX1","CVX1-305","Chrysophyllum sanguinolentum (Pierre) Baehni",null
8210,null,"C. Geniez","2013-03-25","Roura Montagne des Chevaux - Parcelle CVX1","CVX1-95","Chrysophyllum sanguinolentum (Pierre) Baehni",null
8212,null,"C. Geniez","2013-03-25","Roura Montagne des Chevaux - Parcelle CVX1","CVX1-148","Clusia fockeana Miq.",null
8214,null,"C. Geniez","2013-03-25","Roura Montagne des Chevaux - Parcelle CVX1","CVX1-105","Couepia bracteosa Benth.",null
8216,null,"C. Geniez","2013-03-25","Roura Montagne des Chevaux - Parcelle CVX1","CVX1-147","Couepia bracteosa Benth.",null
8219,null,"C. Geniez","2013-03-25","Roura Montagne des Chevaux - Parcelle CVX1","CVX1-98","Duguetia calycina Benoist",null
8221,null,"C. Geniez","2013-03-25","Roura Montagne des Chevaux - Parcelle CVX1","CVX1-101","Duroia longiflora Ducke",null
8223,null,"C. Geniez","2013-03-25","Roura Montagne des Chevaux - Parcelle CVX1","CVX1-112","Duroia longiflora Ducke",null
8225,null,"C. Geniez","2013-03-25","Roura Montagne des Chevaux - Parcelle CVX1","CVX1-122","Duroia longiflora Ducke",null
8227,null,"C. Geniez","2013-03-25","Roura Montagne des Chevaux - Parcelle CVX1","CVX1-126","Duroia longiflora Ducke",null
8229,null,"C. Geniez","2013-03-25","Roura Montagne des Chevaux - Parcelle CVX1","CVX1-137","Duroia longiflora Ducke",null
8231,null,"C. Geniez","2013-03-25","Roura Montagne des Chevaux - Parcelle CVX1","CVX1-282","Duroia longiflora Ducke",null
8233,null,"C. Geniez","2013-03-25","Roura Montagne des Chevaux - Parcelle CVX1","CVX1-298","Duroia longiflora Ducke",null
8234,null,"C. Geniez","2013-03-25","Roura Montagne des Chevaux - Parcelle CVX1","CVX1-102","Eperua grandiflora (Aubl.) Baill.",null
8236,null,"C. Geniez","2013-03-25","Roura Montagne des Chevaux - Parcelle CVX1","CVX1-297","Ecclinusa guianensis Eyma",null
8238,null,"C. Geniez","2013-03-25","Roura Montagne des Chevaux - Parcelle CVX1","CVX1-118","Elvasia elvasioides (Planch.) Gilg",null
8241,null,"C. Geniez","2013-03-25","Roura Montagne des Chevaux - Parcelle CVX1","CVX1-111","Eperua grandiflora (Aubl.) Baill.",null
8243,null,"C. Geniez","2013-03-25","Roura Montagne des Chevaux - Parcelle CVX1","CVX1-113","Eperua grandiflora (Aubl.) Baill.",null
8245,null,"C. Geniez","2013-03-25","Roura Montagne des Chevaux - Parcelle CVX1","CVX1-119","Eperua grandiflora (Aubl.) Baill.",null
8247,null,"C. Geniez","2013-03-25","Roura Montagne des Chevaux - Parcelle CVX1","CVX1-109","Eschweilera congestiflora (Benoist) Eyma",null
8249,null,"C. Geniez","2013-03-25","Roura Montagne des Chevaux - Parcelle CVX1","CVX1-306","Eschweilera congestiflora (Benoist) Eyma",null
8252,null,"C. Geniez","2013-03-25","Roura Montagne des Chevaux - Parcelle CVX1","CVX1-89","Garcinia madruno (Kunth) Hammel",null
8254,null,"C. Geniez","2013-03-25","Roura Montagne des Chevaux - Parcelle CVX1","CVX1-85","Guatteria citriodora Ducke",null
8256,null,"C. Geniez","2013-03-25","Roura Montagne des Chevaux - Parcelle CVX1","CVX1-287","Indeterminae -",null
8258,null,"C. Geniez","2013-03-25","Roura Montagne des Chevaux - Parcelle CVX1","CVX1-136","Kutchubaea insignis Fisch. ex DC.",null
8260,null,"C. Geniez","2013-03-25","Roura Montagne des Chevaux - Parcelle CVX1","CVX1-125","Licania alba (Bernoulli) Cuatrec.",null
8262,null,"C. Geniez","2013-03-25","Roura Montagne des Chevaux - Parcelle CVX1","CVX1-131","Licania alba (Bernoulli) Cuatrec.",null
8264,null,"C. Geniez","2013-03-25","Roura Montagne des Chevaux - Parcelle CVX1","CVX1-145","Licania alba (Bernoulli) Cuatrec.",null
8266,null,"C. Geniez","2013-03-25","Roura Montagne des Chevaux - Parcelle CVX1","CVX1-88","Licania alba (Bernoulli) Cuatrec.",null
8268,null,"C. Geniez","2013-03-25","Roura Montagne des Chevaux - Parcelle CVX1","CVX1-290","Licania densiflora Kleinhoonte",null
8270,null,"C. Geniez","2013-03-25","Roura Montagne des Chevaux - Parcelle CVX1","CVX1-1","Licania micrantha Miq.",null
8272,null,"C. Geniez","2013-03-25","Roura Montagne des Chevaux - Parcelle CVX1","CVX1-96","Licania micrantha Miq.",null
8274,null,"C. Geniez","2013-03-25","Roura Montagne des Chevaux - Parcelle CVX1","CVX1-283","Licaria cannella (Meisn.) Kosterm.",null
8276,null,"C. Geniez","2013-03-25","Roura Montagne des Chevaux - Parcelle CVX1","CVX1-121","Licaria martiniana (Mez) Kosterm.",null
8278,null,"C. Geniez","2013-03-25","Roura Montagne des Chevaux - Parcelle CVX1","CVX1-281","Licaria martiniana (Mez) Kosterm.",null
8280,null,"C. Geniez","2013-03-25","Roura Montagne des Chevaux - Parcelle CVX1","CVX1-307","Manilkara bidentata (A.DC.) A.Chev.",null
8282,null,"C. Geniez","2013-03-25","Roura Montagne des Chevaux - Parcelle CVX1","CVX1-94","Manilkara bidentata (A.DC.) A.Chev.",null
8284,null,"C. Geniez","2013-03-25","Roura Montagne des Chevaux - Parcelle CVX1","CVX1-128","Micropholis cayennensis T.D.Penn.",null
