"a._id","a._parent","a.author","a.date","a.location","a.id_arbre","a.taxon","a.note"
2378,null,"R. Tournebize","2013-03-06","Sinnamary Piste Saint-Elie - Parcelle R","PSER-1005","Sagotia racemosa Baill.",null
2381,null,"R. Tournebize","2013-03-06","Sinnamary Piste Saint-Elie - Parcelle R","PSER-1022","Sagotia racemosa Baill.",null
2384,null,"R. Tournebize","2013-03-06","Sinnamary Piste Saint-Elie - Parcelle R","PSER-154","Sagotia racemosa Baill.",null
2387,null,"R. Tournebize","2013-03-06","Sinnamary Piste Saint-Elie - Parcelle R","PSER-103","Sterculia pruriens (Aubl.) K.Schum.",null
2390,null,"R. Tournebize","2013-03-06","Sinnamary Piste Saint-Elie - Parcelle R","PSER-354","Symphonia sp. 1 AMAP-IRD",null
2393,null,"R. Tournebize","2013-03-06","Sinnamary Piste Saint-Elie - Parcelle R","PSER-81","Tachigali melinonii (Harms) Zarucchi & Herend.",null
2396,null,"R. Tournebize","2013-03-06","Sinnamary Piste Saint-Elie - Parcelle R","PSER-1047","Thyrsodium puberulum J.D.Mitch. & Daly",null
2398,null,"R. Tournebize","2013-03-06","Sinnamary Piste Saint-Elie - Parcelle R","PSER-479","Vantanea parviflora Lam.",null
2401,null,"C. Geniez","2013-03-07","Sinnamary Piste Saint-Elie - Parcelle P","PSEP-419","Abarema gallorum Barneby & J.W.Grimes",null
2403,null,"C. Geniez","2013-03-07","Sinnamary Piste Saint-Elie - Parcelle P","PSEP-195","Aspidosperma sp. 1 AMAP-IRD",null
2405,null,"C. Geniez","2013-03-07","Sinnamary Piste Saint-Elie - Parcelle P","PSEP-599","Aspidosperma sp. 1 AMAP-IRD",null
2406,null,"C. Geniez","2013-03-07","Sinnamary Piste Saint-Elie - Parcelle P","PSEP-625","Chaetocarpus schomburgkianus (Kuntze) Pax & K.Hoffm.",null
2408,null,"C. Geniez","2013-03-07","Sinnamary Piste Saint-Elie - Parcelle P","PSEP-648","Batocarpus amazonicus (Ducke) Fosberg",null
2410,null,"C. Geniez","2013-03-07","Sinnamary Piste Saint-Elie - Parcelle P","PSEP-425","Brosimum guianense (Aubl.) Huber",null
2412,null,"C. Geniez","2013-03-07","Sinnamary Piste Saint-Elie - Parcelle P","PSEP-383","Carapa surinamensis Miq.",null
2414,null,"C. Geniez","2013-03-07","Sinnamary Piste Saint-Elie - Parcelle P","PSEP-1019","Cassipourea guianensis Aubl.",null
2416,null,"C. Geniez","2013-03-07","Sinnamary Piste Saint-Elie - Parcelle P","PSEP-422","Cassipourea guianensis Aubl.",null
2418,null,"C. Geniez","2013-03-07","Sinnamary Piste Saint-Elie - Parcelle P","PSEP-436","Cassipourea guianensis Aubl.",null
2420,null,"C. Geniez","2013-03-07","Sinnamary Piste Saint-Elie - Parcelle P","PSEP-601","Cassipourea guianensis Aubl.",null
2422,null,"C. Geniez","2013-03-07","Sinnamary Piste Saint-Elie - Parcelle P","PSEP-624","Cassipourea guianensis Aubl.",null
2424,null,"C. Geniez","2013-03-07","Sinnamary Piste Saint-Elie - Parcelle P","PSEP-645","Cassipourea guianensis Aubl.",null
2426,null,"C. Geniez","2013-03-07","Sinnamary Piste Saint-Elie - Parcelle P","PSEP-650","Cassipourea guianensis Aubl.",null
2428,null,"C. Geniez","2013-03-07","Sinnamary Piste Saint-Elie - Parcelle P","PSEP-1012","Cecropia obtusa Trécul",null
2430,null,"C. Geniez","2013-03-07","Sinnamary Piste Saint-Elie - Parcelle P","PSEP-387","Couratari multiflora (Sm.) Eyma",null
2432,null,"C. Geniez","2013-03-07","Sinnamary Piste Saint-Elie - Parcelle P","PSEP-434","Chrysophyllum argenteum Jacq. subsp. nitidum (G.Mey.) T.D.Penn.",null
2434,null,"C. Geniez","2013-03-07","Sinnamary Piste Saint-Elie - Parcelle P","PSEP-595","Chrysophyllum sp. 4 aff. pomiferum (Eyma) T.D.Penn.  AMAP-IRD",null
2438,null,"C. Geniez","2013-03-07","Sinnamary Piste Saint-Elie - Parcelle P","PSEP-244","Crudia bracteata Benth.",null
2440,null,"C. Geniez","2013-03-07","Sinnamary Piste Saint-Elie - Parcelle P","PSEP-637","Crudia bracteata Benth.",null
2442,null,"C. Geniez","2013-03-07","Sinnamary Piste Saint-Elie - Parcelle P","PSEP-393","Dicorynia guianensis Amshoff",null
2444,null,"C. Geniez","2013-03-07","Sinnamary Piste Saint-Elie - Parcelle P","PSEP-630","Dicorynia guianensis Amshoff",null
2446,null,"C. Geniez","2013-03-07","Sinnamary Piste Saint-Elie - Parcelle P","PSEP-649","Dicorynia guianensis Amshoff",null
2448,null,"C. Geniez","2013-03-07","Sinnamary Piste Saint-Elie - Parcelle P","PSEP-431","Diospyros cayennensis A.DC.",null
2450,null,"C. Geniez","2013-03-07","Sinnamary Piste Saint-Elie - Parcelle P","PSEP-629","Duguetia surinamensis R.E.Fr.",null
2452,null,"C. Geniez","2013-03-07","Sinnamary Piste Saint-Elie - Parcelle P","PSEP-186","Ecclinusa guianensis Eyma",null
2454,null,"C. Geniez","2013-03-07","Sinnamary Piste Saint-Elie - Parcelle P","PSEP-235","Ecclinusa guianensis Eyma",null
2456,null,"C. Geniez","2013-03-07","Sinnamary Piste Saint-Elie - Parcelle P","PSEP-423","Ecclinusa guianensis Eyma",null
2458,null,"C. Geniez","2013-03-07","Sinnamary Piste Saint-Elie - Parcelle P","PSEP-382","Eperua falcata Aubl.",null
2460,null,"C. Geniez","2013-03-07","Sinnamary Piste Saint-Elie - Parcelle P","PSEP-236","Eperua grandiflora (Aubl.) Baill.",null
2462,null,"C. Geniez","2013-03-07","Sinnamary Piste Saint-Elie - Parcelle P","PSEP-187","Eschweilera micrantha (O.Berg) Miers",null
2464,null,"C. Geniez","2013-03-07","Sinnamary Piste Saint-Elie - Parcelle P","PSEP-194","Eschweilera micrantha (O.Berg) Miers",null
2466,null,"C. Geniez","2013-03-07","Sinnamary Piste Saint-Elie - Parcelle P","PSEP-200","Eschweilera micrantha (O.Berg) Miers",null
2468,null,"C. Geniez","2013-03-07","Sinnamary Piste Saint-Elie - Parcelle P","PSEP-205","Eschweilera micrantha (O.Berg) Miers",null
2470,null,"C. Geniez","2013-03-07","Sinnamary Piste Saint-Elie - Parcelle P","PSEP-206","Eschweilera micrantha (O.Berg) Miers",null
2471,null,"C. Geniez","2013-03-07","Sinnamary Piste Saint-Elie - Parcelle P","PSEP-220","Eschweilera micrantha (O.Berg) Miers",null
2473,null,"C. Geniez","2013-03-07","Sinnamary Piste Saint-Elie - Parcelle P","PSEP-208","Eschweilera micrantha (O.Berg) Miers",null
2475,null,"C. Geniez","2013-03-07","Sinnamary Piste Saint-Elie - Parcelle P","PSEP-213","Eschweilera micrantha (O.Berg) Miers",null
2479,null,"C. Geniez","2013-03-07","Sinnamary Piste Saint-Elie - Parcelle P","PSEP-222","Eschweilera micrantha (O.Berg) Miers",null
2481,null,"C. Geniez","2013-03-07","Sinnamary Piste Saint-Elie - Parcelle P","PSEP-224","Eschweilera micrantha (O.Berg) Miers",null
2483,null,"D. Frame","2013-03-07","Sinnamary Piste Saint-Elie - Parcelle P","PSEP-147","Cassipourea guianensis Aubl.",null
2484,null,"C. Geniez","2013-03-07","Sinnamary Piste Saint-Elie - Parcelle P","PSEP-381","Eschweilera micrantha (O.Berg) Miers",null
2486,null,"C. Geniez","2013-03-07","Sinnamary Piste Saint-Elie - Parcelle P","PSEP-386","Eschweilera micrantha (O.Berg) Miers",null
2488,null,"C. Geniez","2013-03-07","Sinnamary Piste Saint-Elie - Parcelle P","PSEP-391","Eschweilera micrantha (O.Berg) Miers",null
2489,null,"C. Geniez","2013-03-07","Sinnamary Piste Saint-Elie - Parcelle P","PSEP-412","Eschweilera micrantha (O.Berg) Miers",null
2491,null,"C. Geniez","2013-03-07","Sinnamary Piste Saint-Elie - Parcelle P","PSEP-404","Eschweilera micrantha (O.Berg) Miers",null
2493,null,"C. Geniez","2013-03-07","Sinnamary Piste Saint-Elie - Parcelle P","PSEP-405","Eschweilera micrantha (O.Berg) Miers",null
2497,null,"C. Geniez","2013-03-07","Sinnamary Piste Saint-Elie - Parcelle P","PSEP-417","Eschweilera micrantha (O.Berg) Miers",null
2499,null,"C. Geniez","2013-03-07","Sinnamary Piste Saint-Elie - Parcelle P","PSEP-418","Eschweilera micrantha (O.Berg) Miers",null
2501,null,"D. Frame","2013-03-07","Sinnamary Piste Saint-Elie - Parcelle P","PSEP-244","Crudia bracteata Benth.",null
2502,null,"C. Geniez","2013-03-07","Sinnamary Piste Saint-Elie - Parcelle P","PSEP-424","Eschweilera micrantha (O.Berg) Miers",null
2504,null,"C. Geniez","2013-03-07","Sinnamary Piste Saint-Elie - Parcelle P","PSEP-609","Eschweilera micrantha (O.Berg) Miers",null
2506,null,"C. Geniez","2013-03-07","Sinnamary Piste Saint-Elie - Parcelle P","PSEP-627","Eschweilera micrantha (O.Berg) Miers",null
2507,null,"C. Geniez","2013-03-07","Sinnamary Piste Saint-Elie - Parcelle P","PSEP-246","Eschweilera parviflora (Aubl.) Miers",null
2509,null,"C. Geniez","2013-03-07","Sinnamary Piste Saint-Elie - Parcelle P","PSEP-1010","Eschweilera parviflora (Aubl.) Miers",null
2511,null,"C. Geniez","2013-03-07","Sinnamary Piste Saint-Elie - Parcelle P","PSEP-203","Eschweilera parviflora (Aubl.) Miers",null
2513,null,"C. Geniez","2013-03-07","Sinnamary Piste Saint-Elie - Parcelle P","PSEP-388","Helicostylis pedunculata Benoist",null
2515,null,"C. Geniez","2013-03-07","Sinnamary Piste Saint-Elie - Parcelle P","PSEP-426","Eschweilera parviflora (Aubl.) Miers",null
2517,null,"C. Geniez","2013-03-07","Sinnamary Piste Saint-Elie - Parcelle P","PSEP-611","Eschweilera parviflora (Aubl.) Miers",null
2519,null,"C. Geniez","2013-03-07","Sinnamary Piste Saint-Elie - Parcelle P","PSEP-398","Licania alba (Bernoulli) Cuatrec.",null
2520,null,"C. Geniez","2013-03-07","Sinnamary Piste Saint-Elie - Parcelle P","PSEP-640","Eschweilera parviflora (Aubl.) Miers",null
2522,null,"C. Geniez","2013-03-07","Sinnamary Piste Saint-Elie - Parcelle P","PSEP-642","Eschweilera parviflora (Aubl.) Miers",null
2524,null,"C. Geniez","2013-03-07","Sinnamary Piste Saint-Elie - Parcelle P","PSEP-428","Eschweilera pedicellata (Rich.) S.A.Mori",null
2525,null,"C. Geniez","2013-03-07","Sinnamary Piste Saint-Elie - Parcelle P","PSEP-185","Pouteria bilocularis (H.J.P.Winkl.) Baehni",null
2527,null,"C. Geniez","2013-03-07","Sinnamary Piste Saint-Elie - Parcelle P","PSEP-209","Glycydendron amazonicum Ducke",null
2529,null,"C. Geniez","2013-03-07","Sinnamary Piste Saint-Elie - Parcelle P","PSEP-429","Guapira eggersiana (Heimerl) Lundell",null
2532,null,"C. Geniez","2013-03-07","Sinnamary Piste Saint-Elie - Parcelle P","PSEP-1038","Inga paraensis Ducke",null
2534,null,"C. Geniez","2013-03-07","Sinnamary Piste Saint-Elie - Parcelle P","PSEP-230","Iryanthera sagotiana (Benth.) Warb.",null
2536,null,"C. Geniez","2013-03-07","Sinnamary Piste Saint-Elie - Parcelle P","PSEP-389","Iryanthera sagotiana (Benth.) Warb.",null
2538,null,"C. Geniez","2013-03-07","Sinnamary Piste Saint-Elie - Parcelle P","PSEP-427","Iryanthera sagotiana (Benth.) Warb.",null
2540,null,"C. Geniez","2013-03-07","Sinnamary Piste Saint-Elie - Parcelle P","PSEP-438","Lecythis holcogyne (Sandwith) S.A.Mori",null
2542,null,"C. Geniez","2013-03-07","Sinnamary Piste Saint-Elie - Parcelle P","PSEP-193","Lecythis idatimon Aubl.",null
2544,null,"C. Geniez","2013-03-07","Sinnamary Piste Saint-Elie - Parcelle P","PSEP-207","Lecythis idatimon Aubl.",null
2546,null,"C. Geniez","2013-03-07","Sinnamary Piste Saint-Elie - Parcelle P","PSEP-211","Lecythis idatimon Aubl.",null
2548,null,"C. Geniez","2013-03-07","Sinnamary Piste Saint-Elie - Parcelle P","PSEP-214","Lecythis idatimon Aubl.",null
2550,null,"C. Geniez","2013-03-07","Sinnamary Piste Saint-Elie - Parcelle P","PSEP-219","Lecythis idatimon Aubl.",null
2552,null,"C. Geniez","2013-03-07","Sinnamary Piste Saint-Elie - Parcelle P","PSEP-237","Lecythis idatimon Aubl.",null
2554,null,"C. Geniez","2013-03-07","Sinnamary Piste Saint-Elie - Parcelle P","PSEP-410","Lecythis idatimon Aubl.",null
2556,null,"C. Geniez","2013-03-07","Sinnamary Piste Saint-Elie - Parcelle P","PSEP-607","Lecythis idatimon Aubl.",null
2558,null,"C. Geniez","2013-03-07","Sinnamary Piste Saint-Elie - Parcelle P","PSEP-613","Lecythis idatimon Aubl.",null
2560,null,"C. Geniez","2013-03-07","Sinnamary Piste Saint-Elie - Parcelle P","PSEP-617","Lecythis idatimon Aubl.",null
2562,null,"C. Geniez","2013-03-07","Sinnamary Piste Saint-Elie - Parcelle P","PSEP-378","Lecythis persistens Sagot subsp. persistens",null
2564,null,"C. Geniez","2013-03-07","Sinnamary Piste Saint-Elie - Parcelle P","PSEP-380","Lecythis persistens Sagot subsp. persistens",null
2568,null,"C. Geniez","2013-03-07","Sinnamary Piste Saint-Elie - Parcelle P","PSEP-586","Licania alba (Bernoulli) Cuatrec.",null
2570,null,"C. Geniez","2013-03-07","Sinnamary Piste Saint-Elie - Parcelle P","PSEP-587","Licania canescens Benoist",null
2572,null,"C. Geniez","2013-03-07","Sinnamary Piste Saint-Elie - Parcelle P","PSEP-631","Licania membranacea Sagot ex Laness.",null
2574,null,"C. Geniez","2013-03-07","Sinnamary Piste Saint-Elie - Parcelle P","PSEP-439","Licania parvifructa Fanshawe & Maguire",null
2576,null,"C. Geniez","2013-03-07","Sinnamary Piste Saint-Elie - Parcelle P","PSEP-612","Licania rodriguesii Prance",null
2578,null,"C. Geniez","2013-03-07","Sinnamary Piste Saint-Elie - Parcelle P","PSEP-384","Licaria chrysophylla (Meisn.) Kosterm.",null
2580,null,"C. Geniez","2013-03-07","Sinnamary Piste Saint-Elie - Parcelle P","PSEP-594","Moronobea coccinea Aubl.",null
2582,null,"C. Geniez","2013-03-07","Sinnamary Piste Saint-Elie - Parcelle P","PSEP-191","Ocotea indirectinervia C.K.Allen",null
2584,null,"C. Geniez","2013-03-07","Sinnamary Piste Saint-Elie - Parcelle P","PSEP-1053","Ocotea sp. 13 AMAP-IRD",null
2586,null,"C. Geniez","2013-03-07","Sinnamary Piste Saint-Elie - Parcelle P","PSEP-192","Ouratea guianensis Aubl.",null
2588,null,"C. Geniez","2013-03-07","Sinnamary Piste Saint-Elie - Parcelle P","PSEP-415","Parahancornia fasciculata (Poir.) Benoist",null
2590,null,"C. Geniez","2013-03-07","Sinnamary Piste Saint-Elie - Parcelle P","PSEP-223","Peltogyne venosa (Vahl) Benth.",null
2592,null,"C. Geniez","2013-03-07","Sinnamary Piste Saint-Elie - Parcelle P","PSEP-394","Peltogyne venosa (Vahl) Benth.",null
2594,null,"C. Geniez","2013-03-07","Sinnamary Piste Saint-Elie - Parcelle P","PSEP-588","Peltogyne venosa (Vahl) Benth.",null
2596,null,"C. Geniez","2013-03-07","Sinnamary Piste Saint-Elie - Parcelle P","PSEP-409","Pogonophora schomburgkiana Miers ex Benth.",null
2598,null,"C. Geniez","2013-03-07","Sinnamary Piste Saint-Elie - Parcelle P","NA","Poraqueiba guianensis Aubl.",null
2600,null,"C. Geniez","2013-03-07","Sinnamary Piste Saint-Elie - Parcelle P","PSEP-395","Poraqueiba guianensis Aubl.",null
2602,null,"C. Geniez","2013-03-07","Sinnamary Piste Saint-Elie - Parcelle P","PSEP-606","Poraqueiba guianensis Aubl.",null
2604,null,"C. Geniez","2013-03-07","Sinnamary Piste Saint-Elie - Parcelle P","PSEP-226","Posoqueria latifolia (Rudge) Roem. & Schult.",null
2606,null,"C. Geniez","2013-03-07","Sinnamary Piste Saint-Elie - Parcelle P","PSEP-397","Posoqueria latifolia (Rudge) Roem. & Schult.",null
2608,null,"C. Geniez","2013-03-07","Sinnamary Piste Saint-Elie - Parcelle P","PSEP-218","Pradosia ptychandra (Eyma) T.D.Penn.",null
2610,null,"C. Geniez","2013-03-07","Sinnamary Piste Saint-Elie - Parcelle P","PSEP-245","Pouteria brachyandra (Aubrév. & Pellegr.) T.D.Penn.",null
2612,null,"C. Geniez","2013-03-07","Sinnamary Piste Saint-Elie - Parcelle P","PSEP-435","Pouteria brachyandra (Aubrév. & Pellegr.) T.D.Penn.",null
2616,null,"C. Geniez","2013-03-07","Sinnamary Piste Saint-Elie - Parcelle P","PSEP-430","Protium plagiocarpium Benoist",null
2618,null,"C. Geniez","2013-03-07","Sinnamary Piste Saint-Elie - Parcelle P","PSEP-400","Protium sagotianum Marchand",null
2621,null,"C. Geniez","2013-03-07","Sinnamary Piste Saint-Elie - Parcelle P","PSEP-204","Pseudopiptadenia suaveolens (Miq.) J.W.Grimes",null
2623,null,"C. Geniez","2013-03-07","Sinnamary Piste Saint-Elie - Parcelle P","PSEP-399","Pseudopiptadenia suaveolens (Miq.) J.W.Grimes",null
2625,null,"C. Geniez","2013-03-07","Sinnamary Piste Saint-Elie - Parcelle P","PSEP-197","Rinorea pectino-squamata Hekking",null
2626,null,"C. Geniez","2013-03-07","Sinnamary Piste Saint-Elie - Parcelle P","PSEP-1015","Schefflera decaphylla (Seem.) Harms",null
2628,null,"C. Geniez","2013-03-07","Sinnamary Piste Saint-Elie - Parcelle P","PSEP-1037","Sandwithia guyanensis Lanj.",null
2630,null,"C. Geniez","2013-03-07","Sinnamary Piste Saint-Elie - Parcelle P","PSEP-216","Sandwithia guyanensis Lanj.",null
2632,null,"C. Geniez","2013-03-07","Sinnamary Piste Saint-Elie - Parcelle P","PSEP-221","Sandwithia guyanensis Lanj.",null
2634,null,"C. Geniez","2013-03-07","Sinnamary Piste Saint-Elie - Parcelle P","PSEP-414","Sandwithia guyanensis Lanj.",null
2636,null,"C. Geniez","2013-03-07","Sinnamary Piste Saint-Elie - Parcelle P","PSEP-598","Sandwithia guyanensis Lanj.",null
2638,null,"C. Geniez","2013-03-07","Sinnamary Piste Saint-Elie - Parcelle P","PSEP-639","Sandwithia guyanensis Lanj.",null
2640,null,"C. Geniez","2013-03-07","Sinnamary Piste Saint-Elie - Parcelle P","PSEP-1011","Schefflera decaphylla (Seem.) Harms",null
2642,null,"C. Geniez","2013-03-07","Sinnamary Piste Saint-Elie - Parcelle P","PSEP-1013","Schefflera decaphylla (Seem.) Harms",null
2644,null,"C. Geniez","2013-03-07","Sinnamary Piste Saint-Elie - Parcelle P","PSEP-621","Swartzia polyphylla DC.",null
2646,null,"C. Geniez","2013-03-07","Sinnamary Piste Saint-Elie - Parcelle P","PSEP-201","Sextonia rubra (Mez) van der Werff",null
2648,null,"C. Geniez","2013-03-07","Sinnamary Piste Saint-Elie - Parcelle P","PSEP-1039","Sloanea sp. 4 AMAP-IRD",null
2651,null,"C. Geniez","2013-03-07","Sinnamary Piste Saint-Elie - Parcelle P","PSEP-644","Swartzia polyphylla DC.",null
2653,null,"C. Geniez","2013-03-07","Sinnamary Piste Saint-Elie - Parcelle P","PSEP-1041","Symphonia sp. 1 AMAP-IRD",null
2655,null,"C. Geniez","2013-03-07","Sinnamary Piste Saint-Elie - Parcelle P","PSEP-407","Tetragastris panamensis (Engl.) Kuntze",null
2656,null,"C. Geniez","2013-03-07","Sinnamary Piste Saint-Elie - Parcelle P","PSEP-605","Symphonia sp. 1 AMAP-IRD",null
2658,null,"C. Geniez","2013-03-07","Sinnamary Piste Saint-Elie - Parcelle P","PSEP-615","Talisia furfuracea Sandwith",null
2660,null,"C. Geniez","2013-03-07","Sinnamary Piste Saint-Elie - Parcelle P","PSEP-1014","Tapirira obtusa (Benth.) J.D.Mitch.",null
2663,null,"C. Geniez","2013-03-07","Sinnamary Piste Saint-Elie - Parcelle P","PSEP-385","Theobroma subincanum Mart.",null
2665,null,"C. Geniez","2013-03-07","Sinnamary Piste Saint-Elie - Parcelle P","PSEP-411","Theobroma subincanum Mart.",null
2667,null,"C. Geniez","2013-03-07","Sinnamary Piste Saint-Elie - Parcelle P","PSEP-408","Thyrsodium guianense Sagot ex Marchand",null
2669,null,"C. Geniez","2013-03-07","Sinnamary Piste Saint-Elie - Parcelle P","PSEP-608","Thyrsodium guianense Sagot ex Marchand",null
2671,null,"C. Geniez","2013-03-07","Sinnamary Piste Saint-Elie - Parcelle P","PSEP-212","Unonopsis rufescens (Baill.) R.E.Fr.",null
2673,null,"C. Geniez","2013-03-07","Sinnamary Piste Saint-Elie - Parcelle P","PSEP-227","Unonopsis rufescens (Baill.) R.E.Fr.",null
2675,null,"C. Geniez","2013-03-07","Sinnamary Piste Saint-Elie - Parcelle P","PSEP-403","Unonopsis rufescens (Baill.) R.E.Fr.",null
2677,null,"C. Geniez","2013-03-07","Sinnamary Piste Saint-Elie - Parcelle P","PSEP-420","Unonopsis rufescens (Baill.) R.E.Fr.",null
2679,null,"C. Geniez","2013-03-07","Sinnamary Piste Saint-Elie - Parcelle P","PSEP-437","Unonopsis rufescens (Baill.) R.E.Fr.",null
2681,null,"C. Geniez","2013-03-07","Sinnamary Piste Saint-Elie - Parcelle P","PSEP-632","Unonopsis rufescens (Baill.) R.E.Fr.",null
2683,null,"C. Geniez","2013-03-07","Sinnamary Piste Saint-Elie - Parcelle P","PSEP-406","Vouacapoua americana Aubl.",null
2685,null,"D. Frame","2013-03-07","Sinnamary Piste Saint-Elie - Parcelle P","PSEP-124","Carapa surinamensis Miq.",null
2686,null,"D. Frame","2013-03-07","Sinnamary Piste Saint-Elie - Parcelle P","PSEP-121","Dicorynia guianensis Amshoff",null
2688,null,"D. Frame","2013-03-07","Sinnamary Piste Saint-Elie - Parcelle P","PSEP-149","Ecclinusa guianensis Eyma",null
2690,null,"D. Frame","2013-03-07","Sinnamary Piste Saint-Elie - Parcelle P","PSEP-235","Ecclinusa guianensis Eyma",null
2693,null,"D. Frame","2013-03-07","Sinnamary Piste Saint-Elie - Parcelle P","PSEP-130","Eperua falcata Aubl.",null
2695,null,"D. Frame","2013-03-07","Sinnamary Piste Saint-Elie - Parcelle P","PSEP-134","Eperua falcata Aubl.",null
2697,null,"D. Frame","2013-03-07","Sinnamary Piste Saint-Elie - Parcelle P","PSEP-139","Eperua falcata Aubl.",null
2699,null,"D. Frame","2013-03-07","Sinnamary Piste Saint-Elie - Parcelle P","PSEP-236","Eperua grandiflora (Aubl.) Baill.",null
2701,null,"D. Frame","2013-03-07","Sinnamary Piste Saint-Elie - Parcelle P","PSEP-213","Eschweilera micrantha (O.Berg) Miers",null
2703,null,"D. Frame","2013-03-07","Sinnamary Piste Saint-Elie - Parcelle P","PSEP-220","Eschweilera micrantha (O.Berg) Miers",null
2705,null,"D. Frame","2013-03-07","Sinnamary Piste Saint-Elie - Parcelle P","PSEP-222","Eschweilera micrantha (O.Berg) Miers",null
2706,null,"D. Frame","2013-03-07","Sinnamary Piste Saint-Elie - Parcelle P","PSEP-224","Eschweilera micrantha (O.Berg) Miers",null
2708,null,"D. Frame","2013-03-07","Sinnamary Piste Saint-Elie - Parcelle P","PSEP-125","Eschweilera parviflora (Aubl.) Miers",null
2710,null,"D. Frame","2013-03-07","Sinnamary Piste Saint-Elie - Parcelle P","PSEP-140","Eschweilera parviflora (Aubl.) Miers",null
2712,null,"D. Frame","2013-03-07","Sinnamary Piste Saint-Elie - Parcelle P","PSEP-246","Eschweilera parviflora (Aubl.) Miers",null
2714,null,"D. Frame","2013-03-07","Sinnamary Piste Saint-Elie - Parcelle P","PSEP-136","Eschweilera sagotiana Miers",null
2716,null,"D. Frame","2013-03-07","Sinnamary Piste Saint-Elie - Parcelle P","PSEP-230","Iryanthera sagotiana (Benth.) Warb.",null
2718,null,"D. Frame","2013-03-07","Sinnamary Piste Saint-Elie - Parcelle P","PSEP-122","Lecythis idatimon Aubl.",null
2720,null,"D. Frame","2013-03-07","Sinnamary Piste Saint-Elie - Parcelle P","PSEP-133","Lecythis idatimon Aubl.",null
2722,null,"D. Frame","2013-03-07","Sinnamary Piste Saint-Elie - Parcelle P","PSEP-144","Lecythis idatimon Aubl.",null
2724,null,"D. Frame","2013-03-07","Sinnamary Piste Saint-Elie - Parcelle P","PSEP-211","Lecythis idatimon Aubl.",null
2725,null,"D. Frame","2013-03-07","Sinnamary Piste Saint-Elie - Parcelle P","PSEP-219","Lecythis idatimon Aubl.",null
2727,null,"D. Frame","2013-03-07","Sinnamary Piste Saint-Elie - Parcelle P","PSEP-237","Lecythis idatimon Aubl.",null
2729,null,"D. Frame","2013-03-07","Sinnamary Piste Saint-Elie - Parcelle P","PSEP-152","Oxandra asbeckii (Pulle) R.E.Fr.",null
2731,null,"D. Frame","2013-03-07","Sinnamary Piste Saint-Elie - Parcelle P","PSEP-223","Peltogyne venosa (Vahl) Benth.",null
2733,null,"D. Frame","2013-03-07","Sinnamary Piste Saint-Elie - Parcelle P","PSEP-123","Posoqueria latifolia (Rudge) Roem. & Schult.",null
2735,null,"D. Frame","2013-03-07","Sinnamary Piste Saint-Elie - Parcelle P","PSEP-226","Posoqueria latifolia (Rudge) Roem. & Schult.",null
2737,null,"D. Frame","2013-03-07","Sinnamary Piste Saint-Elie - Parcelle P","PSEP-245","Pouteria brachyandra (Aubrév. & Pellegr.) T.D.Penn.",null
2739,null,"D. Frame","2013-03-07","Sinnamary Piste Saint-Elie - Parcelle P","PSEP-145","Protium aracouchini (Aubl.) Marchand",null
2741,null,"D. Frame","2013-03-07","Sinnamary Piste Saint-Elie - Parcelle P","PSEP-126","Protium opacum Swart subsp. rabelianum Daly",null
2743,null,"D. Frame","2013-03-07","Sinnamary Piste Saint-Elie - Parcelle P","PSEP-138","Protium subserratum (Engl.) Engl.",null
2745,null,"D. Frame","2013-03-07","Sinnamary Piste Saint-Elie - Parcelle P","PSEP-132","Rinorea pectino-squamata Hekking",null
2747,null,"D. Frame","2013-03-07","Sinnamary Piste Saint-Elie - Parcelle P","PSEP-146","Sagotia racemosa Baill.",null
2749,null,"D. Frame","2013-03-07","Sinnamary Piste Saint-Elie - Parcelle P","PSEP-120","Sandwithia guyanensis Lanj.",null
2751,null,"D. Frame","2013-03-07","Sinnamary Piste Saint-Elie - Parcelle P","PSEP-216","Sandwithia guyanensis Lanj.",null
2753,null,"D. Frame","2013-03-07","Sinnamary Piste Saint-Elie - Parcelle P","PSEP-221","Sandwithia guyanensis Lanj.",null
2755,null,"D. Frame","2013-03-07","Sinnamary Piste Saint-Elie - Parcelle P","PSEP-148","Simarouba amara Aubl.",null
2757,null,"D. Frame","2013-03-07","Sinnamary Piste Saint-Elie - Parcelle P","PSEP-142","Tapura capitulifera Spruce ex Baill.",null
2759,null,"D. Frame","2013-03-07","Sinnamary Piste Saint-Elie - Parcelle P","PSEP-212","Unonopsis rufescens (Baill.) R.E.Fr.",null
2761,null,"D. Frame","2013-03-07","Sinnamary Piste Saint-Elie - Parcelle P","PSEP-227","Unonopsis rufescens (Baill.) R.E.Fr.",null
2763,null,"J.-F. Molino","2013-03-07","Sinnamary Piste Saint-Elie - Parcelle P","PSEP-519","Abarema gallorum Barneby & J.W.Grimes",null
2766,null,"J.-F. Molino","2013-03-07","Sinnamary Piste Saint-Elie - Parcelle P","PSEP-543","Abarema jupunba (Willd.) Britton & Killip",null
2769,null,"J.-F. Molino","2013-03-07","Sinnamary Piste Saint-Elie - Parcelle P","PSEP-36","Balizia pedicellaris (DC.) Barneby & J.W.Grimes",null
2772,null,"J.-F. Molino","2013-03-07","Sinnamary Piste Saint-Elie - Parcelle P","PSEP-49","Carapa surinamensis Miq.",null
